date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:42:28	1418/1418	---MCZ	200	added ('OK')	text/css	date:Thu,%2023%20May%202024%2003:25:35%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/t/3/assets/slick.css?v=105848270326492094871629175396	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/t/3/assets/slicke667.css	(from https://dt-baby-care.myshopify.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1ceN_XS-y7oAUOKpaSMkfw_DsaFdrsg-gZkY2DbLx_9BmL3SAYqs0Cukc_aem_AaPvs15xMMhmwJOJU8OPxeL1TDoqvimudtdcTprPFyNpQ9uOMlF2LX5kQPSa7oxPSsphJVYdqVefD_jvnTkX-Mr9)
22:42:28	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:42:28%20GMT	http://dt-baby-care.myshopify.com/cdn/shop/t/3/assets/font-all.min.css?v=176820762346757211011629175420	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/t/3/assets/font-all.min8bdb.css	(from https://dt-baby-care.myshopify.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1ceN_XS-y7oAUOKpaSMkfw_DsaFdrsg-gZkY2DbLx_9BmL3SAYqs0Cukc_aem_AaPvs15xMMhmwJOJU8OPxeL1TDoqvimudtdcTprPFyNpQ9uOMlF2LX5kQPSa7oxPSsphJVYdqVefD_jvnTkX-Mr9)
22:42:28	57339/57339	---MCZ	200	added ('OK')	text/css	date:Wed,%2015%20May%202024%2008:00:02%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/t/3/assets/font-all.min.css?v=176820762346757211011629175420	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/t/3/assets/font-all.min8bdb.css	(from https://dt-baby-care.myshopify.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1ceN_XS-y7oAUOKpaSMkfw_DsaFdrsg-gZkY2DbLx_9BmL3SAYqs0Cukc_aem_AaPvs15xMMhmwJOJU8OPxeL1TDoqvimudtdcTprPFyNpQ9uOMlF2LX5kQPSa7oxPSsphJVYdqVefD_jvnTkX-Mr9)
22:42:28	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:42:28%20GMT	http://dt-baby-care.myshopify.com/cdn/shop/t/3/assets/jquery-3.5.1.min.js?v=177851068496422246591629175391	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/t/3/assets/jquery-3.5.1.mindf73.js	(from https://dt-baby-care.myshopify.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1ceN_XS-y7oAUOKpaSMkfw_DsaFdrsg-gZkY2DbLx_9BmL3SAYqs0Cukc_aem_AaPvs15xMMhmwJOJU8OPxeL1TDoqvimudtdcTprPFyNpQ9uOMlF2LX5kQPSa7oxPSsphJVYdqVefD_jvnTkX-Mr9)
22:42:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:42:29%20GMT	http://dt-baby-care.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/api-abade14c3c4bb63aa5449190297225f8d6a50cac9ff69b99310498057df4d94a.js	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/api-abade14c3c4bb63aa5449190297225f8d6a50cac9ff69b99310498057df4d94a.js	(from https://dt-baby-care.myshopify.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1ceN_XS-y7oAUOKpaSMkfw_DsaFdrsg-gZkY2DbLx_9BmL3SAYqs0Cukc_aem_AaPvs15xMMhmwJOJU8OPxeL1TDoqvimudtdcTprPFyNpQ9uOMlF2LX5kQPSa7oxPSsphJVYdqVefD_jvnTkX-Mr9)
22:42:30	93068/93068	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2014%20May%202024%2000:49:27%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/t/3/assets/jquery-3.5.1.min.js?v=177851068496422246591629175391	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/t/3/assets/jquery-3.5.1.mindf73.js	(from https://dt-baby-care.myshopify.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1ceN_XS-y7oAUOKpaSMkfw_DsaFdrsg-gZkY2DbLx_9BmL3SAYqs0Cukc_aem_AaPvs15xMMhmwJOJU8OPxeL1TDoqvimudtdcTprPFyNpQ9uOMlF2LX5kQPSa7oxPSsphJVYdqVefD_jvnTkX-Mr9)
22:42:30	4843/4843	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20May%202024%2021:20:10%20GMT	https://dt-baby-care.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/api-abade14c3c4bb63aa5449190297225f8d6a50cac9ff69b99310498057df4d94a.js	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/api-abade14c3c4bb63aa5449190297225f8d6a50cac9ff69b99310498057df4d94a.js	(from https://dt-baby-care.myshopify.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1ceN_XS-y7oAUOKpaSMkfw_DsaFdrsg-gZkY2DbLx_9BmL3SAYqs0Cukc_aem_AaPvs15xMMhmwJOJU8OPxeL1TDoqvimudtdcTprPFyNpQ9uOMlF2LX5kQPSa7oxPSsphJVYdqVefD_jvnTkX-Mr9)
22:42:31	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:42:30%20GMT	http://dt-baby-care.myshopify.com/cdn/shop/t/3/assets/ajax-cart.js?v=159932347430209325301629175420	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/t/3/assets/ajax-carta002.js	(from https://dt-baby-care.myshopify.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1ceN_XS-y7oAUOKpaSMkfw_DsaFdrsg-gZkY2DbLx_9BmL3SAYqs0Cukc_aem_AaPvs15xMMhmwJOJU8OPxeL1TDoqvimudtdcTprPFyNpQ9uOMlF2LX5kQPSa7oxPSsphJVYdqVefD_jvnTkX-Mr9)
22:42:31	9736/9736	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2014%20May%202024%2000:49:18%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/t/3/assets/ajax-cart.js?v=159932347430209325301629175420	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/t/3/assets/ajax-carta002.js	(from https://dt-baby-care.myshopify.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1ceN_XS-y7oAUOKpaSMkfw_DsaFdrsg-gZkY2DbLx_9BmL3SAYqs0Cukc_aem_AaPvs15xMMhmwJOJU8OPxeL1TDoqvimudtdcTprPFyNpQ9uOMlF2LX5kQPSa7oxPSsphJVYdqVefD_jvnTkX-Mr9)
22:42:31	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:42:31%20GMT	http://dt-baby-care.myshopify.com/cdn/shop/t/3/assets/dt-plugins.js?v=112450118948716951721629175380	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/t/3/assets/dt-plugins05f4.js	(from https://dt-baby-care.myshopify.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1ceN_XS-y7oAUOKpaSMkfw_DsaFdrsg-gZkY2DbLx_9BmL3SAYqs0Cukc_aem_AaPvs15xMMhmwJOJU8OPxeL1TDoqvimudtdcTprPFyNpQ9uOMlF2LX5kQPSa7oxPSsphJVYdqVefD_jvnTkX-Mr9)
22:42:31	183898/183898	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2014%20May%202024%2000:49:27%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/t/3/assets/dt-plugins.js?v=112450118948716951721629175380	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/t/3/assets/dt-plugins05f4.js	(from https://dt-baby-care.myshopify.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1ceN_XS-y7oAUOKpaSMkfw_DsaFdrsg-gZkY2DbLx_9BmL3SAYqs0Cukc_aem_AaPvs15xMMhmwJOJU8OPxeL1TDoqvimudtdcTprPFyNpQ9uOMlF2LX5kQPSa7oxPSsphJVYdqVefD_jvnTkX-Mr9)
22:42:32	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:42:31%20GMT	http://dt-baby-care.myshopify.com/cdn/shop/t/3/assets/select2.min.js?v=146226383636201590221629175396	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/t/3/assets/select2.min2568.js	(from https://dt-baby-care.myshopify.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1ceN_XS-y7oAUOKpaSMkfw_DsaFdrsg-gZkY2DbLx_9BmL3SAYqs0Cukc_aem_AaPvs15xMMhmwJOJU8OPxeL1TDoqvimudtdcTprPFyNpQ9uOMlF2LX5kQPSa7oxPSsphJVYdqVefD_jvnTkX-Mr9)
22:42:33	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:42:32%20GMT	http://dt-baby-care.myshopify.com/cdn/shop/t/3/assets/slick.min.js?v=78403228708673780251629175397	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/t/3/assets/slick.min40dd.js	(from https://dt-baby-care.myshopify.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1ceN_XS-y7oAUOKpaSMkfw_DsaFdrsg-gZkY2DbLx_9BmL3SAYqs0Cukc_aem_AaPvs15xMMhmwJOJU8OPxeL1TDoqvimudtdcTprPFyNpQ9uOMlF2LX5kQPSa7oxPSsphJVYdqVefD_jvnTkX-Mr9)
22:42:33	73164/73164	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2023%20May%202024%2003:25:37%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/t/3/assets/select2.min.js?v=146226383636201590221629175396	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/t/3/assets/select2.min2568.js	(from https://dt-baby-care.myshopify.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1ceN_XS-y7oAUOKpaSMkfw_DsaFdrsg-gZkY2DbLx_9BmL3SAYqs0Cukc_aem_AaPvs15xMMhmwJOJU8OPxeL1TDoqvimudtdcTprPFyNpQ9uOMlF2LX5kQPSa7oxPSsphJVYdqVefD_jvnTkX-Mr9)
22:42:33	42864/42864	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2014%20May%202024%2000:49:19%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/t/3/assets/slick.min.js?v=78403228708673780251629175397	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/t/3/assets/slick.min40dd.js	(from https://dt-baby-care.myshopify.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1ceN_XS-y7oAUOKpaSMkfw_DsaFdrsg-gZkY2DbLx_9BmL3SAYqs0Cukc_aem_AaPvs15xMMhmwJOJU8OPxeL1TDoqvimudtdcTprPFyNpQ9uOMlF2LX5kQPSa7oxPSsphJVYdqVefD_jvnTkX-Mr9)
22:42:33	3880/3880	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2025%20May%202024%2015:42:33%20GMT	https://dt-baby-care.myshopify.com/checkouts/internal/preloads.js?locale=en-VN	E:/WorkSpace/baby/dt-baby-care.myshopify.com/checkouts/internal/preloadsb724.js	(from https://dt-baby-care.myshopify.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1ceN_XS-y7oAUOKpaSMkfw_DsaFdrsg-gZkY2DbLx_9BmL3SAYqs0Cukc_aem_AaPvs15xMMhmwJOJU8OPxeL1TDoqvimudtdcTprPFyNpQ9uOMlF2LX5kQPSa7oxPSsphJVYdqVefD_jvnTkX-Mr9)
22:42:33	0/0	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20May%202024%2015:42:33%20GMT	https://shop.app/checkouts/internal/preloads.js?locale=en-VN&shop_id=3429466225	E:/WorkSpace/baby/shop.app/checkouts/internal/preloads.1b18b3.delayed	(from https://dt-baby-care.myshopify.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1ceN_XS-y7oAUOKpaSMkfw_DsaFdrsg-gZkY2DbLx_9BmL3SAYqs0Cukc_aem_AaPvs15xMMhmwJOJU8OPxeL1TDoqvimudtdcTprPFyNpQ9uOMlF2LX5kQPSa7oxPSsphJVYdqVefD_jvnTkX-Mr9)
22:42:34	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:42:34%20GMT	http://dt-baby-care.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.js	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.js	(from https://dt-baby-care.myshopify.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1ceN_XS-y7oAUOKpaSMkfw_DsaFdrsg-gZkY2DbLx_9BmL3SAYqs0Cukc_aem_AaPvs15xMMhmwJOJU8OPxeL1TDoqvimudtdcTprPFyNpQ9uOMlF2LX5kQPSa7oxPSsphJVYdqVefD_jvnTkX-Mr9)
22:42:34	12547/12547	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20May%202024%2022:35:52%20GMT	https://dt-baby-care.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.js	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.js	(from https://dt-baby-care.myshopify.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1ceN_XS-y7oAUOKpaSMkfw_DsaFdrsg-gZkY2DbLx_9BmL3SAYqs0Cukc_aem_AaPvs15xMMhmwJOJU8OPxeL1TDoqvimudtdcTprPFyNpQ9uOMlF2LX5kQPSa7oxPSsphJVYdqVefD_jvnTkX-Mr9)
22:42:34	133551/133551	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2025%20May%202024%2015:37:31%20GMT	https://dt-baby-care.myshopify.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	(from https://dt-baby-care.myshopify.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1ceN_XS-y7oAUOKpaSMkfw_DsaFdrsg-gZkY2DbLx_9BmL3SAYqs0Cukc_aem_AaPvs15xMMhmwJOJU8OPxeL1TDoqvimudtdcTprPFyNpQ9uOMlF2LX5kQPSa7oxPSsphJVYdqVefD_jvnTkX-Mr9)
22:42:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:42:34%20GMT	http://dt-baby-care.myshopify.com/cdn/shop/t/3/compiled_assets/scripts.js?1038	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/t/3/compiled_assets/scripts6d70.js	(from https://dt-baby-care.myshopify.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1ceN_XS-y7oAUOKpaSMkfw_DsaFdrsg-gZkY2DbLx_9BmL3SAYqs0Cukc_aem_AaPvs15xMMhmwJOJU8OPxeL1TDoqvimudtdcTprPFyNpQ9uOMlF2LX5kQPSa7oxPSsphJVYdqVefD_jvnTkX-Mr9)
22:42:36	557/557	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2020%20May%202024%2014:38:56%20GMT	https://dt-baby-care.myshopify.com/cdn/shop/t/3/compiled_assets/scripts.js?1038	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/shop/t/3/compiled_assets/scripts6d70.js	(from https://dt-baby-care.myshopify.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1ceN_XS-y7oAUOKpaSMkfw_DsaFdrsg-gZkY2DbLx_9BmL3SAYqs0Cukc_aem_AaPvs15xMMhmwJOJU8OPxeL1TDoqvimudtdcTprPFyNpQ9uOMlF2LX5kQPSa7oxPSsphJVYdqVefD_jvnTkX-Mr9)
22:42:36	144609/144609	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:5037c7513ab3bcc52b2ac64c2573fdd8%22	https://dt-baby-care.myshopify.com/POST	E:/WorkSpace/baby/dt-baby-care.myshopify.com/POST	(from https://dt-baby-care.myshopify.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1ceN_XS-y7oAUOKpaSMkfw_DsaFdrsg-gZkY2DbLx_9BmL3SAYqs0Cukc_aem_AaPvs15xMMhmwJOJU8OPxeL1TDoqvimudtdcTprPFyNpQ9uOMlF2LX5kQPSa7oxPSsphJVYdqVefD_jvnTkX-Mr9)
22:42:37	33523/33523	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	etag:W/%22cacheable:12a54829172e220b3b7b53e2baa1353e%22	https://dt-baby-care.myshopify.com/cdn	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn	(from https://dt-baby-care.myshopify.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1ceN_XS-y7oAUOKpaSMkfw_DsaFdrsg-gZkY2DbLx_9BmL3SAYqs0Cukc_aem_AaPvs15xMMhmwJOJU8OPxeL1TDoqvimudtdcTprPFyNpQ9uOMlF2LX5kQPSa7oxPSsphJVYdqVefD_jvnTkX-Mr9)
22:42:38	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20May%202024%2015:42:37%20GMT	http://dt-baby-care.myshopify.com/cdn/s/trekkie.storefront.dd626a6a6fbdab104f8779acc4331c330134c832.min.js	E:/WorkSpace/baby/dt-baby-care.myshopify.com/cdn/s/trekkie.storefront.dd626a6a6fbdab104f8779acc4331c330134c832.min.js	(from https://dt-baby-care.myshopify.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1ceN_XS-y7oAUOKpaSMkfw_DsaFdrsg-gZkY2DbLx_9BmL3SAYqs0Cukc_aem_AaPvs15xMMhmwJOJU8OPxeL1TDoqvimudtdcTprPFyNpQ9uOMlF2LX5kQPSa7oxPSsphJVYdqVefD_jvnTkX-Mr9)
